	0	1	2	3
0	0.2590756920961248	0.8821645017486646	0.2814337000104655	0.2005919427723503
1	0.30728058421335386	0.9087581062853741	0.3439362760224616	-1.0
2	0.4890008282889002	0.3186105809105663	0.552559245255324	0.9212138097055244
3	0.4434376134937443	0.006410703285285768	-0.6437523771460788	-1.0
4	-0.471903300600709	-1.0	0.4314221953956831	-0.45516676595631467
5	0.0	0.0	0.0	0.0
6	-1.0	-1.0	0.5915486139438629	0.9613151447048002
7	0.0	0.0	0.0	0.0
8	-0.6839168942932426	0.07582582321059678	-0.6051897245665857	-1.0
9	-0.3846575709889052	0.48637450125000004	-1.0	0.9184835929492472
10	0.7730474199871487	-1.0	0.7071696999751375	0.9879429467519025
11	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0
13	-1.0	0.96587310546241	0.7216351324874999	0.5579357142857143
14	0.8434343122411477	1.0	0.8311626239858066	0.9473247027749984
15	0.0	0.0	0.0	0.0
