	0	1	2	3
0	-0.07403831774372138	0.7350784091800484	-0.054938527778672426	-1.0
1	-0.3362358363314037	0.7499343007071422	-0.23983038504750862	-0.239357142599088
2	-0.0942624098884369	0.774727827864018	0.11164509396050745	-1.0
3	0.210342485935832	-1.0	0.11927692367866036	0.7973938819776375
4	0.0	0.0	0.0	0.0
5	-1.0	-1.0	-0.9279671321293581	-0.47674665828137475
6	0.0	0.0	0.0	0.0
7	-1.0	-0.98505	-0.47943830801104886	0.142620129835747
8	-0.98505	-0.92274469442792	-0.9135172474836407	-1.0
9	-0.9702989999999999	0.7547192872036325	0.7471720943315961	-0.09432366777644818
10	0.0	0.0	0.0	0.0
11	-1.0	-1.0	-0.0924530542142744	-0.8423049314664703
12	0.0	0.0	0.0	0.0
13	-1.0	0.8234058133686524	0.24223660182199072	0.050909968855199404
14	0.4904790541881336	0.4035012911512318	-1.0	0.8451794231816049
15	0.07649391191514887	-1.0	-0.5484490182746729	0.48798643054725827
16	0.0	0.0	0.0	0.0
17	-1.0	-1.0	-0.16028301496478395	0.7266267211088472
18	0.0	0.0	0.0	0.0
19	-1.0	-0.177745044269633	-0.14915698450800824	0.4631794386852048
20	0.0	-0.9320653479069899	-1.0	-1.0
21	-0.9675815648093066	-0.907456633655506	-0.8205034020827704	-0.9194576331495687
22	-0.9801	-0.479508850875917	-1.0	-1.0
23	-0.5234693367996125	0.47893859320645193	-0.42930108767145986	-0.4966151648481613
24	0.3821666282841716	0.8535595151814177	0.24943295098994253	0.19520534582345866
25	0.3399214712403725	0.8643877734952183	0.3609208875398879	0.16319648647572152
26	0.4049181740767633	0.8847950849975023	-1.0	0.5882736122846727
27	0.6365826029980526	0.6268976669327965	0.5859307389766204	0.8961204262695106
28	-0.06174175999017168	0.8073195451733176	-1.0	0.22936783742838227
29	0.3059660670837198	0.5334970998252679	0.2306998385939239	0.8469361717990698
30	0.0	0.0	0.0	0.0
31	-1.0	-1.0	-0.7397003733882802	-0.8574901679789266
32	0.0	0.0	0.0	0.0
33	-1.0	-0.5614872538662079	0.6194825268751957	-1.0
34	0.5247184338470704	-0.5569801888293852	-0.583433909282908	-1.0
35	0.25737114810178835	-0.7316706265053172	-0.7429161744683982	-0.7245700180306502
36	-0.4025262983600566	-0.22781227927050465	0.5847601034069628	-0.3920894514919102
37	0.5984241088567945	0.915262658769202	0.6898496463168395	-1.0
38	0.6289494269707828	0.7696456859744404	0.7070377319127045	0.9263360635556733
39	0.7924114521636795	0.8384510234644985	0.7024939751817636	0.9163555194165318
40	0.0	0.0	0.0	0.0
41	-1.0	0.0	-0.7323033696543974	0.0
42	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0
45	-1.0	-0.9130494257671741	-0.6364686366694048	-0.8797825451229477
46	-0.9282298474544584	-1.0	-0.24388782294572994	-0.9509900498999999
47	0.0	0.0	0.0	0.0
48	-1.0	0.9474667926460829	0.7927652791754697	0.8095365795899724
49	0.8001416159334527	0.8638087729136191	0.803108998000129	0.9577971493445325
50	0.0	0.0	0.0	0.0
51	0.0	0.0	0.0	0.0
52	0.0	0.0	0.0	0.0
53	0.0	0.0	0.0	0.0
54	0.0	0.0	-1.0	0.0
55	-0.99	-0.7873384749958541	-0.6556592205741436	-0.99
56	-0.6491026283684022	-1.0	-0.9414801494009999	-0.96059601
57	0.0	0.0	0.0	0.0
58	-1.0	0.9325040240887513	0.5458069772327659	0.5287134866339469
59	0.8118120213075326	0.8785755700866609	0.899252778633907	0.9683803144545772
60	0.0	0.0	0.0	0.0
61	0.0	0.0	0.0	0.0
62	0.0	0.0	0.0	0.0
63	0.0	0.0	0.0	0.0
64	0.0	0.0	0.0	0.0
65	0.0	0.0	0.0	-1.0
66	0.0	0.0	-0.99	-0.99
67	-0.9801	-0.03785896249559784	-1.0	-1.0
68	-0.6692099576235472	0.9378438212025855	0.3492778769096207	0.5243186590684586
69	0.8953813996182438	0.9268968039318376	0.9126876989905895	0.9788608972374031
70	0.0	0.0	0.0	0.0
71	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0
73	0.0	0.0	0.0	0.0
74	0.0	0.0	0.0	0.0
75	0.0	0.0	0.0	0.0
76	0.0	0.0	-0.9801	-1.0
77	0.0	0.0	0.0	0.0
78	-1.0	0.641306653956588	-9.703235024999257e-05	0.9573382998075174
79	0.8337639411044433	0.9514133290484394	0.9475532613360792	0.9896206947105616
80	0.0	0.0	0.0	0.0
81	0.0	0.0	0.0	0.0
82	0.0	0.0	0.0	0.0
83	0.0	0.0	0.0	0.0
84	0.0	0.0	0.0	0.0
85	0.0	0.0	0.0	0.0
86	0.0	0.0	0.0	0.0
87	-1.0	0.9349110426295322	0.0	0.0
88	0.2870412881354913	0.9895831265060243	0.6310890423764527	0.9872398799999996
89	0.9395360767249393	0.9877318588413185	0.9535391069650989	1.0
90	0.0	0.0	0.0	0.0
91	0.0	0.0	0.0	0.0
92	0.0	0.0	0.0	0.0
93	0.0	0.0	0.0	0.0
94	0.0	0.0	0.0	0.0
95	0.0	0.0	0.0	0.0
96	0.0	0.0	0.0	0.0
97	0.0	0.9899999999999999	0.0	0.0
98	0.9800999999999999	1.0	0.97359867	0.99
99	0.0	0.0	0.0	0.0
