	0	1	2	3
0	0.23182278671274648	0.7562371035070262	0.2553889464162369	-0.46909445704488656
1	0.24003478135372697	0.7692472376551238	0.24932023971701295	0.0452263600901216
2	0.2901476519308315	0.7920022476528362	0.2524668589718181	-0.40703355359850035
3	0.2369926521027094	-0.40703355359850035	0.21973909321272816	0.8044600379347173
4	0.0	0.0	0.0	0.0
5	-0.01	-0.0199	0.0	0.0
6	0.0	0.0	0.0	0.0
7	-0.01	0.0	0.0	1.2542518014469527e-05
8	0.0	0.0	0.0	-0.01
9	0.0	0.0	0.0	0.0
10	0.0	0.0	0.0	0.0
11	-0.0490099501	-0.0490099501	0.2500162178503219	-0.00013485531217706745
12	0.0	0.0	0.0	0.0
13	-0.3638145139361288	0.11410020410266115	0.31436694720839164	0.8165183404594525
14	0.48738807334902823	0.0022974842175694787	-0.0199	-9.801000000000002e-07
15	-9.230893605111875e-11	-0.01	-9.801e-05	0.2828488027151165
16	0.0	0.0	0.0	0.0
17	-0.01	-0.01	0.0	0.3092618105270699
18	0.0	0.0	0.0	0.0
19	-0.01	0.0	0.0	0.3024488815927663
20	-9.900000000000001e-05	-1.2850594967590256e-06	-0.03940399	-0.01
21	-0.00048520572819511364	-0.0003768117040359248	-0.00031159643851437133	-0.000498512044510207
22	-1.8293418227689787e-06	0.31691148378014505	-0.0490099501	-0.0199
23	0.07240371679213274	0.824748527653998	0.29865976093750707	0.020592892718899816
24	0.24328012421319173	0.8458044131021026	0.10809919457840235	0.13400515930831994
25	0.32507005393018307	0.8523116658394899	0.05073360880518093	0.04980135778145764
26	0.2628795151879187	0.8707562365883965	-0.41296321806251535	0.015812550501117028
27	0.2912837225592289	0.8840223041552998	0.06165091240172642	0.10238299371507163
28	0.2657184119014911	0.8989240625951256	-0.3827098590577118	0.10526119015922498
29	0.3326511574487013	0.3334879178965166	0.05632237409890323	0.9107440527621513
30	0.0	0.0	0.0	0.0
31	-0.03940399	-0.01	-9.324753071940254e-05	-9.70299e-05
32	0.0	0.0	0.0	0.0
33	-0.01	0.12647565377116915	-3.891046294136312e-09	-0.0199
34	0.0	0.0	0.5286975435894691	-0.0199
35	0.0	0.0	0.27550625396104683	0.0
36	0.0	0.1069967429379786	0.0	0.0
37	0.0	0.0	0.5022025392412243	-0.01
38	0.0	0.0	0.5060526595358442	0.0
39	0.10854262880445552	0.32058503941915906	0.3101122612039505	0.9286127252357941
40	0.0	0.0	0.0	0.0
41	-0.01	-9.801000000000002e-07	-1.717127109101252e-07	-0.0199
42	0.0	-0.01	-0.01	-9.801e-05
43	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0
45	-0.01	0.0	0.0	0.0
46	0.0	-0.01	0.0	0.0
47	0.0	0.0	0.0	0.0
48	-0.01	0.38544351524516024	0.0	0.0
49	0.09167473251216429	0.36924869790211806	0.2808780279535555	0.9460459210756195
50	0.0	-0.01	0.0	0.0
51	0.0	0.0	0.0	0.0
52	-0.01	-0.0199	0.0	0.0
53	0.0	0.0	0.0	0.0
54	-0.0199	0.0	-0.01	0.0
55	-9.900000000000001e-05	0.0	0.0	0.0
56	0.0	-0.01	0.0	-9.702990000000002e-07
57	0.0	0.0	0.0	0.0
58	-0.01	0.0	0.0	0.025566203088064517
59	0.002975474776823337	0.2577887881369726	0.3166413898885458	0.9544109329503421
60	0.0	-0.01	0.0	0.0
61	0.0	0.0	0.0	0.0
62	-0.01	0.0	0.0	0.0
63	0.0	0.0	-0.01	-0.01
64	0.0	0.0	0.0	0.0
65	0.0	0.0	0.0	-0.01
66	0.0	-9.801e-05	-9.702990000000003e-09	0.0
67	0.0	0.0	-0.01	-0.0199
68	0.0	0.0	0.00013330970711391296	0.16148491826034816
69	0.02298653789520512	0.35000670245251425	0.34039359769840566	0.9677075718891597
70	0.0	0.0	0.0	-0.01
71	0.0	0.0	-0.01	-0.01
72	0.0	-0.01	0.0	0.0
73	0.0	0.0	0.0	0.0
74	-0.01	-0.01	0.0	-0.01
75	0.0	0.0	0.0	0.0
76	-0.01	-0.01	0.0	-0.01
77	0.0	0.0	0.0	0.0
78	-0.01	0.019407878433821784	0.0	0.4604010813322072
79	0.05697356291454528	0.3851106283448819	0.3517678413574011	0.9880166838719759
80	0.0	0.0	0.0	0.0
81	0.0	0.0	0.0	0.0
82	-0.01	-0.01	0.0	0.0
83	0.0	0.0	0.0	0.0
84	0.0	0.0	0.0	0.0
85	0.0	0.0	0.0	0.0
86	0.0	0.0	0.0	0.0
87	0.0	0.0	0.0	0.0
88	0.0	0.8212696043370269	0.0	0.0
89	0.18238327304855156	0.2930111116454228	0.4060342892088109	0.9999999999999944
90	0.0	0.0	0.0	0.0
91	0.0	0.0	0.0	0.0
92	0.0	0.0	0.0	0.0
93	0.0	0.0	0.0	0.0
94	0.0	0.0	0.0	0.0
95	0.0	0.0	0.0	0.0
96	0.0	0.0	0.0	0.0
97	0.0	0.0	0.0	0.0
98	0.0	0.0	0.00649518080106908	0.0
99	0.0	0.0	0.0	0.0
